case_id,sza,vza,raa,wind,aerosol,aod865,chl,tsm,acdom440
G0882,45.1267,44.0859,101.3444,8.4357,C50,0.22792,0.39343,0.56003,0.017789
G0883,7.8083,45.4975,21.2345,2.6417,C50,0.18936,1.13395,4.20183,0.047414
G0884,39.5349,1.0871,5.6248,3.2688,M98C,0.19677,0.78354,1.71237,0.019809
G0885,39.3415,38.1196,56.7377,7.4167,M98C,0.23025,1.16064,0.72044,0.038516
G0886,44.0881,31.0179,20.2518,2.9292,T50,0.28206,3.37149,15.80097,0.081538
G0887,51.9925,46.5051,6.7421,9.2972,M80C,0.17083,0.91437,1.38252,0.038140
G0888,36.7630,34.8507,12.7960,9.9980,M95C,0.20754,0.38771,0.65050,0.024689
G0889,62.5954,37.0858,72.1986,6.4062,C50,0.25848,0.30124,0.37249,0.025382
G0890,52.3168,24.7105,103.6927,1.7517,T50,0.08352,2.99893,4.65729,0.041225
G0891,51.9678,44.2972,27.5946,9.2998,M98C,0.20084,0.59000,0.88579,0.040801
G0892,47.6437,22.6073,77.4540,2.5079,M80C,0.23583,0.76652,1.24328,0.035779
G0893,58.0327,40.7536,84.1816,6.0567,T50,0.26262,0.58014,1.59841,0.022294
G0894,44.7932,24.4043,23.8106,2.4885,M95C,0.23681,0.21647,0.79272,0.019468
G0895,32.8651,26.1262,8.2831,2.8473,M98C,0.18651,2.71277,3.73984,0.039044
G0896,40.0301,54.6916,69.7346,1.9432,M80C,0.13248,0.77208,1.87958,0.042968
G0897,58.0344,53.3845,52.8589,4.9833,O99,0.26790,0.47113,0.87814,0.039885
G0898,50.7923,6.0463,19.4195,6.4141,O99,0.13474,0.14959,0.52157,0.020631
G0899,47.3320,11.3342,55.7395,1.5889,M95C,0.26141,0.84679,2.85289,0.047568
G0900,37.9708,38.1382,17.4079,8.6687,O99,0.15097,0.55992,5.66258,0.019930
G0901,50.3195,30.3016,107.0615,7.0787,O99,0.15904,0.28504,1.63493,0.024429
G0902,63.7414,36.3169,71.0048,2.7049,M80C,0.08081,1.74409,4.26579,0.051484
G0903,47.2077,11.1473,29.3238,6.8649,M80C,0.23187,0.32474,0.61783,0.015966
G0904,53.4423,29.8231,75.2871,8.2627,O99,0.20904,0.22748,1.71603,0.023661
G0905,22.4696,9.0708,10.6239,1.2327,M98C,0.09814,0.82811,1.02193,0.026208
G0906,32.5199,40.0847,21.0280,3.5741,M80C,0.10335,1.27001,1.54083,0.033532
G0907,60.0781,52.3960,41.8372,9.4142,O99,0.22161,1.05619,5.43874,0.044428
G0908,25.9511,43.4479,118.9346,1.7723,M80C,0.29132,0.31906,0.48001,0.030858
G0909,57.8804,32.6615,29.0868,1.8971,M95C,0.18636,0.30396,0.63434,0.026742
G0910,48.0867,7.2531,72.8519,2.9167,O99,0.27739,0.52779,1.68956,0.039591
G0911,63.0599,29.6987,105.0518,8.6604,T50,0.28411,1.15484,1.05754,0.044574
G0912,57.7655,22.8315,172.3079,1.3664,M95C,0.24849,0.17793,0.17055,0.017219
G0913,33.4504,31.9671,36.1577,6.9731,M80C,0.12831,1.33249,8.08927,0.049444
G0914,48.5688,34.6360,95.2810,6.1804,M95C,0.05068,0.23064,0.26443,0.013641
G0915,6.9379,49.3778,91.3161,2.9857,T50,0.27203,1.52067,3.92811,0.041475
G0916,14.2564,48.5324,61.2582,6.9061,M98C,0.21400,0.61941,0.33123,0.020430
G0917,55.1663,23.2666,73.7224,8.8341,O99,0.20005,0.17696,0.33649,0.011804
G0918,55.9603,11.1943,24.7805,7.7611,C50,0.12910,0.18755,0.30789,0.014621
G0919,44.0921,41.6356,33.4139,7.7548,C50,0.10099,1.18082,4.46469,0.045524
G0920,26.7386,53.4466,88.2211,7.9043,M95C,0.18433,0.48196,0.47573,0.019142
G0921,63.7649,13.7626,172.3970,4.6493,T50,0.10321,1.55153,7.73758,0.039196
G0922,45.2458,53.3915,106.8693,9.0048,O99,0.19091,1.92524,7.44709,0.027161
G0923,34.9887,18.3340,29.4494,5.5253,T50,0.11334,0.60391,4.39284,0.037456
G0924,21.5776,53.5655,13.4954,4.8774,M95C,0.17916,0.53438,0.79878,0.017767
G0925,60.3464,5.3921,36.3064,9.0094,C50,0.21143,0.19338,0.23765,0.025280
G0926,33.4903,37.1269,24.6327,4.2132,C50,0.23790,0.57748,0.78105,0.017026
G0927,41.8141,27.9112,45.9387,8.6896,O99,0.20901,0.44413,0.77948,0.035720
G0928,10.0341,54.0670,95.4591,4.6215,M95C,0.20720,1.97721,7.90434,0.082303
G0929,59.2183,20.5498,120.0036,5.0128,M80C,0.25147,1.22670,3.52205,0.032629
G0930,49.0646,33.3460,36.8959,1.8851,M98C,0.07257,0.64350,1.01845,0.040671
G0931,59.4265,7.0274,18.0342,7.6097,M98C,0.25359,0.21519,0.14034,0.016776
G0932,35.1874,33.0191,42.4899,6.7387,O99,0.29000,0.69089,0.62997,0.035441
G0933,1.2419,54.8861,111.7096,1.9295,M95C,0.20015,1.28161,6.17850,0.037503
G0934,47.2048,37.6611,25.5080,9.0296,O99,0.20744,0.73231,0.35080,0.033695
G0935,47.6876,23.7650,10.0538,5.8970,T50,0.06028,0.47953,0.66514,0.019687
G0936,39.1335,44.8113,89.8564,7.6774,M80C,0.25461,0.35793,1.66627,0.024289
G0937,9.2467,37.0770,117.9542,1.0167,C50,0.11737,0.14643,0.21383,0.018171
G0938,60.9471,39.3335,81.7685,5.2328,M95C,0.20528,0.36385,0.28623,0.010931
G0939,48.2364,51.8765,25.1069,9.9112,M80C,0.21963,1.19456,1.73767,0.058783
G0940,43.9572,37.3811,46.2007,1.9864,C50,0.19995,0.84927,0.78704,0.024747
G0941,50.1967,54.3573,86.8766,9.5068,T50,0.15026,0.24617,0.88244,0.015208
G0942,20.0096,50.0286,104.4403,5.7554,M98C,0.06074,0.99457,8.45062,0.030120
G0943,54.4488,3.4838,86.2577,7.3000,C50,0.25839,0.30454,1.58773,0.046009
G0944,61.8370,21.0909,21.3834,9.4678,M98C,0.16408,0.13491,0.50713,0.014238
G0945,59.7778,11.2961,23.7690,5.0750,T50,0.18108,1.92789,4.82983,0.027184
G0946,37.5850,36.4389,69.4117,3.8178,M95C,0.06621,0.58533,0.75662,0.026116
G0947,49.2908,27.5539,38.1521,9.6421,M80C,0.07198,0.59454,1.36908,0.052368
G0948,46.4594,4.6305,84.6836,4.0810,T50,0.12336,0.95087,1.29874,0.023812
G0949,48.0323,53.0959,55.3459,4.0673,O99,0.24393,0.49067,4.80428,0.060757
G0950,23.9671,51.8591,2.9137,7.2450,T50,0.13772,0.94330,0.35353,0.044081
G0951,60.9540,17.0074,21.6975,8.0515,M80C,0.24810,0.62034,1.40782,0.035485
G0952,60.3863,45.5709,107.1568,8.7403,C50,0.09986,4.28354,2.43648,0.041642
G0953,35.6739,29.6726,40.4939,9.0861,O99,0.25896,0.46540,3.98738,0.077565
G0954,41.4522,3.3834,106.7226,2.1010,M95C,0.21722,0.63944,1.81188,0.049355
G0955,63.4410,52.7660,83.0860,9.1020,C50,0.15518,0.18843,0.35930,0.026853
G0956,32.6758,54.3517,6.5880,9.2753,M98C,0.19748,0.25522,0.77421,0.023854
G0957,61.6621,21.4184,10.7777,3.6218,T50,0.10807,0.43916,0.58725,0.016776
G0958,53.7840,43.3798,54.6423,9.2741,M95C,0.08287,0.51478,0.83123,0.024053
G0959,33.1020,33.6432,58.4251,7.7190,C50,0.13779,0.21357,0.29984,0.010876
G0960,51.1729,19.1945,110.3343,4.9449,M80C,0.10298,0.70917,0.81481,0.038040
G0961,50.2146,35.6611,73.3483,1.0449,O99,0.28086,2.66145,6.72847,0.048880
G0962,38.0892,41.8765,21.0130,5.7517,T50,0.07549,0.11627,0.12062,0.012923
G0963,41.0306,1.8680,8.3293,2.0496,M80C,0.25447,0.48089,0.41520,0.017339
G0964,15.6536,38.9073,55.7273,5.3140,O99,0.24736,1.47758,4.83530,0.037049
G0965,59.9360,6.4957,163.6814,2.5631,C50,0.27241,0.32981,0.86944,0.035795
G0966,55.1583,35.2733,17.8389,5.3034,C50,0.14708,0.65265,1.88280,0.026372
G0967,40.3267,24.0501,0.4036,4.0972,M98C,0.15816,0.36834,1.34119,0.038776
G0968,33.1254,32.9394,3.1243,2.7013,C50,0.08686,0.89508,2.73613,0.031638
G0969,40.5865,29.7387,59.3573,6.1716,O99,0.21941,0.38690,0.88368,0.021296
G0970,35.3294,41.8581,50.9319,8.7605,T50,0.16846,0.57482,0.16347,0.019378
G0971,53.1708,41.0203,18.3964,3.6016,T50,0.22670,0.75220,1.32736,0.026187
G0972,15.6925,41.7297,5.8371,4.1702,C50,0.06708,0.99697,0.74655,0.039043
G0973,64.9964,34.4555,54.0346,8.2609,M98C,0.20898,0.63064,0.83823,0.014865
G0974,45.1755,42.3988,44.0920,3.1585,M98C,0.19761,0.14649,1.17295,0.017864
G0975,54.5143,48.8393,48.0433,8.4723,O99,0.18164,0.51354,1.30648,0.029760
G0976,33.6919,48.0686,62.6705,7.9562,C50,0.26775,2.24241,8.61896,0.081184
G0977,12.2799,34.2052,79.1510,1.0933,C50,0.19815,1.13284,2.33844,0.028926
G0978,63.6003,37.0808,52.2451,7.1591,T50,0.21057,0.17278,1.37813,0.033768
G0979,61.7367,46.7780,101.3029,9.6998,M80C,0.18571,0.44335,1.23640,0.024356
G0980,53.7468,45.5261,30.1415,8.6881,M80C,0.20041,0.65088,0.46169,0.013493
G0981,63.7697,1.4877,178.7855,6.8836,O99,0.20429,0.69801,1.08258,0.032637
G0982,31.9690,50.3533,38.2112,9.9634,C50,0.18913,1.88595,7.78689,0.070812
G0983,53.6270,29.1756,62.5584,6.9556,M95C,0.18131,0.61577,1.15031,0.043175
G0984,60.6541,4.0840,38.2324,7.3340,M95C,0.18315,0.43356,1.21145,0.065086
G0985,37.9984,54.9221,87.6861,8.2122,M98C,0.15697,1.37970,1.89424,0.032147
G0986,45.8370,50.6492,109.8674,6.5011,M95C,0.18677,0.69169,4.52212,0.032128
G0987,60.2895,24.9558,124.7341,3.0859,M95C,0.12406,3.75440,10.38816,0.088576
G0988,33.4089,38.0921,102.9406,3.1846,C50,0.14352,1.19488,3.64200,0.016688
G0989,60.8788,50.5518,39.4291,1.7340,M95C,0.29641,0.22374,0.33037,0.012161
G0990,46.6929,32.7189,86.5541,2.7127,C50,0.10461,2.41057,7.99587,0.051505
G0991,61.2542,29.9800,80.6969,2.3189,O99,0.16463,0.53328,0.51483,0.034722
G0992,59.2465,10.1193,95.4457,5.4817,M98C,0.10014,1.28279,6.15497,0.032594
G0993,34.4496,39.5940,79.7232,6.1172,T50,0.18429,2.52806,3.74087,0.043952
G0994,4.8527,39.7071,57.6795,1.6129,T50,0.07916,4.64389,16.43663,0.092195
G0995,53.5720,53.2590,22.9158,9.8485,M95C,0.09410,0.46276,0.82930,0.030788
G0996,52.3997,24.4155,65.0153,6.0530,T50,0.25533,0.13517,0.15790,0.010153
G0997,21.6832,42.0115,14.2428,9.2317,M95C,0.23324,0.59249,1.12312,0.020070
G0998,20.7666,35.4016,4.5112,7.1037,M80C,0.28427,0.86227,3.21322,0.041283
G0999,37.0001,23.7968,83.5877,4.4769,M98C,0.06467,0.88360,1.20412,0.022758
G1000,45.1003,6.7570,80.2059,4.0607,M80C,0.16812,1.37471,5.64972,0.055048
